index,RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
467691,484920,Indian - Onion Bhajis,329769,Jubes,PT30M,PT10M,PT40M,2012-08-06T09:14:00Z,Great served as an appetizer. Serve with a tomato or mango chutney or a raita . These little onion 'fritters' are gluten-free. Serves 4,character(0),Indian,"c(""Low Cholesterol"", ""Egg Free"", ""Healthy"", ""Free Of..."", ""< 60 Mins"", ""From Scratch"")","c(""150"", ""1"", ""1/8"", ""25"", ""1"", ""1"", ""2"", ""2"", ""15"", ""200"", NA)","c(""chickpea flour"", ""salt"", ""bicarbonate of soda"", ""fennel seed"", ""cumin seed"", ""green chilies"", ""onions"", ""fresh coriander"", ""water"")",,,211.6,2.9,0.3,0.0,653.8,36.5,6.2,8.4,10.3,4.0,,"c(""Sift the chickpea flour , salt, bicarb and rice flour into a large bowl. Add the fennel and cumin seeds. Mix thoroughly."", ""Add the chillies, onions and coriander."", ""Gradually pour in the water and mix until a thick better is formed and all the other ingredients are thoroughly coated with it."", ""Heat oil in a deep-fryer or saucepan to 180°C / 350°F , or until a cube of bread browns in 30 seconds. ( If the oil is not hot enough the bhajis will turn out soggy)."", ""Add as many 1/2 tablespoons of the batter as will fit in a single layer, without overcrowding."", 
""Reduce the heat slightly and cook the bhajis for 8-10 minutes, until golden brown and crisp."", ""Remove from the heat and drain in kitchen paper. Keep hot in a low oven while you cook the remaining batter."")"
467693,484922,Indian- Tomato Kachambur,329769,Jubes,,PT15M,PT15M,2012-08-06T09:39:00Z,Make and share this Indian- Tomato Kachambur recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/49/22/picJkqIEW.jpg""",Indian,"c(""Low Protein"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""Free Of..."", ""< 15 Mins"", ""Inexpensive"", ""From Scratch"")","c(""1/2"", ""1/2"", ""6"", ""1/2"", ""8"", ""1"", ""1"", ""1"", NA)","c(""lime juice"", ""sugar"", ""tomatoes"", ""cucumber"", ""green onions"", ""green chili"", ""of fresh mint"", ""salt"")",4.5,3.0,42.2,0.3,0.1,0.0,11.2,10.0,2.4,5.2,1.9,6.0,,"c(""Mix the lime juice, sugar and salt in a large bowl. Stir until the sugar has completely dissolved."", ""Add all remaining ingredients and toss well to mix."", ""Cover with clingfilm and refrigerate for at least 30 minutes."", ""Toss the vegetables again before serving to ensure the dressing is distributed."")"
467699,484928,Biryani,520644,Elaniemay,PT25M,PT20M,PT45M,2012-08-06T13:51:00Z,Make and share this Biryani recipe from Food.com.,character(0),Indian,"""< 60 Mins""","c(""2"", ""3/4"", ""1/2"", ""1"", ""3"", ""1"", ""1/2"", ""1"", ""1/2"", ""2"", ""1"", ""1"", ""2"", ""1/2"", NA, ""1"", ""2"", NA, ""7"")","c(""basmati rice"", ""chicken piece"", ""milk"", ""yogurt"", ""onions"", ""ginger paste"", ""garlic paste"", ""tomato puree"", ""red chili powder"", ""turmeric powder"", ""cumin powder"", ""garam masala powder"", ""cardamom powder"", ""saffron"", ""coriander powder"", ""coriander leaves"", ""salt"")",,,1067.4,58.4,13.8,152.9,216.6,88.0,6.0,8.8,47.2,4.0,4,"c(""Mix tomato puree, yogurt, ginger garlic paste, green chilli paste, red chilli powder, turmeric powder, roasted cumin powder, garam masala, coriander powder and salt. Stir well."", ""Marinate the chicken with this mixture and keep aside for 3-4 hours."", ""Heat oil in a pan. Fry the onions until golden brown."", ""Add the marinated chicken and cook for 10 minutes."", ""Add 4 cups of water to the rice. Mix saffron in milk and add to it."", ""Add cardamom powder. Add the chicken pieces."", ""Pressure cook the rice. Mix gently."", 
""Garnish with green coriander leaves and serve hot."")"
467701,484930,INDIAN MEAT SAMOSAS,520644,Elaniemay,PT15M,PT45M,PT1H,2012-08-06T14:04:00Z,Make and share this INDIAN MEAT SAMOSAS recipe from Food.com.,character(0),Indian,"""< 60 Mins""","c(""2"", ""3"", ""1"", ""2"", ""1"", ""1"", ""1"", NA, ""2"", ""3/4"", ""1 1/2"", ""1/2 - 3/4"")","c(""fresh ginger"", ""ground ginger"", ""cloves"", ""ground lamb"", ""ground beef"", ""onions"", ""masala"", ""curry powder"", ""salt"", ""unbleached flour"", ""salt"", ""water"")",,,419.2,21.7,8.3,55.3,727.0,37.2,2.3,2.3,17.5,6.0,6,"c(""Sift flour and salt together."", ""Make a well in the center of the mixture and quickly pour in oil and water. Stir briskly until combined, gradually adding more water if necessary. You should aim for a slightly moist dough that sticks together."", ""On a lightly floured surface, knead dough for 10 minutes until smooth and elastic, cover with damp towel."", ""To assemble samosa:"", ""break off pieces of dough (leaving what's left under the towel and shape into balls."", ""Roll each ball into a circle about 1/10 of an inch thick and 5 inches across."", 
""Cut the circle in half. In one side put filling, fold half of the half circle over to make a triangle."", ""Seal by brushing a bit of water along the edges and pinching it together with your finger."", ""Heat 2 inches oil in a skillet or pan to 375 degrees. Put in samosas and let it fry to a golden brown on each side. Then drain on cloth or paper towel and eat."", ""MEAT FILLING:"", ""Crush ginger and garlic."", ""Combine all ingredients in a large skillet or pan and simmer for 30 minutes, stirring frequently. Add a bit of oil if meat is too lean to grease the pan."", 
""When meat is well browned, drain off any excess fat, set aside until ready to fill pastry."")"
467750,484981,Vadouvan Orange Shrimp,169430,Annacia,,PT25M,PT25M,2012-08-07T05:30:00Z,"Here, vadouvan, a south Indian seasoning, turns a weeknight seafood dish into something unforgettable, with its complex curry flavors mingling with tangy orange juice to make an addictive sauce for plump, sweet shrimp. Having a batch of vadouvan in the freezer is as good as a pot of gold in our books, says Gourmet magazine. Time does not include the the vadouvan which needs to be made ahead. Vadouvan keeps in the refrigerator 1 month (cool before covering) or in the freezer 6 months.",character(0),Indian,"c(""Spicy"", ""Weeknight"", ""< 30 Mins"", ""From Scratch"")","c(""6"", ""2/3"", ""1/3"", ""1 1/2"", ""1"", ""2"", ""1"", ""12"", ""1/4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""3/4"", ""1/2"", ""1/2"", ""1/4"")","c(""unsalted butter"", ""onion"", ""large shrimp"", ""fresh lemon juice"", ""onions"", ""shallot"", ""garlic cloves"", ""fenugreek seeds"", ""curry leaf"", ""ground cumin"", ""ground cardamom"", ""brown mustard seeds"", ""turmeric"", ""nutmeg"", ""hot red pepper flakes"", ""ground cloves"")",,,621.4,33.9,13.2,260.7,996.7,52.9,5.2,14.1,30.5,4.0,,"c(""VADOUVAN:"", ""(Make ahead)."", ""Preheat oven to 350°F with rack in middle."", ""Pulse onions in 3 batches in a food processor until very coarsely chopped (there may be a few large pieces remaining), transferring to a bowl."", ""Repeat with shallots, then garlic."", ""Heat oil in a deep 12-inch heavy nonstick skillet over high heat until it shimmers, then sauté onions, shallots, and garlic (stir often) until golden and browned in spots, 20 to 30 minutes."", ""Grind fenugreek seeds in grinder or with mortar and pestle. Add to onion mixture along with remaining ingredients, 1 tablespoon salt, and 1 teaspoon pepper and stir until combined."", 
""Transfer to a parchment-paper-lined large 4-sided sheet pan and spread as thinly and evenly as possible."", ""Bake, stirring occasionally with a skewer to separate onions, until well browned and barely moist, 1 to 1 1/4 hours."", ""*COOKS NOTE: Vadouvan keeps in the refrigerator 1 month (cool before covering) or in the freezer 6 months."", ""ORANGE SHRIMP:"", ""Melt butter in a 12-inch heavy skillet over medium heat and cook until butter gives off a nutty fragrance and is golden brown, about 2 minutes."", 
""Add juice and vadouvan, then increase heat to medium-high and boil, swirling skillet occasionally, until liquid is syrupy and reduced by about half, about 2 minutes."", ""Toss shrimp with 1/2 tsp salt and add to skillet and saute until just cooked through, about 5 minutes. Remove from heat and stir in lemon juice."", ""Serve with steamed rice."")"
467776,485007,Seared Prawns With Lime With Mint and Cilantro Chutney,204024,Lavender Lynn,PT30M,PT15M,PT45M,2012-08-07T14:54:00Z,Make and share this Seared Prawns With Lime With Mint and Cilantro Chutney recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/50/07/picQkqL2j.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/50/07/picYbslsC.jpg"")",Indian,"""< 60 Mins""","c(""8"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1/4"", ""1"", ""8"", ""2"", ""1"", ""1/4"", ""1/4"", ""1"", ""1"", ""1/2"", ""2"")","c(""fresh garlic"", ""fenugreek leaves"", ""paprika"", ""cumin seed"", ""cardamom seed"", ""fresh lime juice"", ""water"", ""mint leaves"", ""chili pepper"", ""red onion"", ""cilantro leaf"", ""garam masala"", ""salt"", ""water"", ""tamarind juice"")",4.0,1.0,50.1,3.7,0.4,7.6,329.0,3.4,1.1,0.6,1.5,8.0,,"c(""Poke a skewer into each shrimp through the tail and straight through the center of it lengthwise, and set aside."", ""Place a cast iron skillet over medium-high heat and add the oil. When it begins to get hot, add the garlic, fenugreek, paprika, cumin seeds, and cardamom seeds, and toast well, or until garlic is golden."", ""Add the shrimp skewers to the pan and cook them in the spices until done, about 3 to 4 minutes each, turning frequently. Sprinkle the prawn with lime juice and serve with the Mint and Cilantro Chutney."", 
""To make the chutney:"", ""Place the mint leaves, chile pepper, red onion, cilantro leaves, garam masala, salt, water, and tamarind water in a food processor and process until smooth, like the consistency of pesto. Put into a serving bowl and serve with the Seared Prawns."")"
467857,485092,Roghan Ghosht,1620171,Satyne,PT1H10M,PT15M,PT1H25M,2012-08-08T05:23:00Z,Make and share this Roghan Ghosht recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/50/92/picPMhKed.jpg""",Indian,"""< 4 Hours""","c(""4"", ""2"", ""750"", ""1"", ""2"", ""2 1/2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""6"", ""6"", ""2 1/2"", NA, ""125"")","c(""onions"", ""boneless leg of lamb"", ""garlic cloves"", ""ginger"", ""green chilies"", ""cumin seed"", ""mint leaf"", ""coriander leaves"", ""cardamom"", ""cloves"", ""cinnamon"", ""salt"")",5.0,2.0,839.1,66.5,18.5,137.3,258.9,19.1,5.8,8.1,44.6,4.0,,"c(""Heat 2 tablespoons of the oil in a pan, add on onion and fry until golden."", ""Add the lamb and hafl of the yoghurt, stir well, cover and simmer for 20 minutes."", ""Meanwhile, place the garlic, ginger, chillies, coriander seeds, cumin, mint, coriander leaves and 2 to 3 tablespoons yoghurt in an electric blender or food processor and work to a paste."", ""Heat the remaining oil in a large saucepan, add the cardamon, cloves and cinnamon and fry for 1 minute, stirring."", ""Add the prepared paste and fry for 5 minutes, stirring constantly."", 
""Add the lamb and yoghurt mixture and salt to taste, stir well and bring to simmering point."", ""Cover and cook for 30 minutes. Add the almonds and cook for a further 15 minutes, until the meat is tender."")"
467885,485122,Chaat Masala by Anupy Singla,860079,kitty.rock,PT4M,PT5M,PT9M,2012-08-09T00:14:00Z,"Found this in our local newspaper, the Orlando Sentinel July 25, 2012 - they ran a special section on Vegan Indian cooking. In &quot;Vegan Indian Cooking&quot; by Anupy Singla, she suggests &quot;try this on raw veggies, sprinkled over boiled potatoes or stir a pinch into your plain soy yogurt.&quot; Look for the mango powder, black salt and carom seeds in Indian groceries or spice shops.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/22/picc4sU2q.jpg""",Indian,"""< 15 Mins""","c(""1/2"", ""2"", ""2"", ""8"", ""1/2"", ""2"", ""2"", ""2"", ""2"")","c(""cumin seeds"", ""fennel seeds"", ""whole black peppercorn"", ""mango powder"", ""black salt"", ""ground ginger"")",5.0,1.0,180.1,6.6,0.4,0.0,7015.3,33.8,14.3,9.7,8.0,,2 cups,"c(""TOAST:"", ""Dry roast the coriander, cumin and fennel seeds, plus the dried red chilies, in a shallow heavy skillet over medium heat."", ""Stir every 15-20 seconds to prevent burning."", ""The spices should be just toasted and aromatic."", ""After about 4 minutes of roasting, transfer the mixture to a plate."", ""Let cool 15 minutes."", ""GRIND:"", ""Transfer spices to a spice grinder or the dry jug of a powerful blender."", ""Add whole black peppercorns, mango powder (amchur), black salt, ground ginger and carom seeds."", 
""Process to a fine powder."", ""Sift after grinding to get a finer powder."", ""Store in an airtight container up to 6 months."")"
467886,485123,Raita (Yogurt-Dill Sauce),860079,kitty.rock,,PT15M,PT15M,2012-08-09T00:36:00Z,"Raita is an Indian condiment based on yogurt. It is not spicy at all, just very fresh and flavorful. From &quot;Hands-Off Cooking&quot; by Ann Martin Rolke.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/23/piclRiWYN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/23/picob1Px8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/23/picCPfQF1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/51/23/picpBn9Yp.jpg"")",Indian,"c(""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")","c(""1 1/2"", ""1/2"", ""1"", ""1"", ""1/2"")","c(""plain yogurt"", ""cucumber"", ""fresh dill"", ""dried dill"", ""salt"", ""ground cumin"")",5.0,3.0,62.7,3.1,1.9,11.9,624.9,5.8,0.2,4.9,3.5,,,"c(""Put the yogurt in a medium nonreactive bowl."", ""Halve the cucumber lengthwise and scoop out the seeds."", ""On the large holes of a box grater, grate the cucumber into the bowl of yogurt."", ""Add the dill, salt, and cumin and stir well to combine."", ""Refrigerate the sauce for at least 15 minutes for the flavors to combine."", ""Serve cold."", ""You can also add some halved cherry tomatoes for a colorful, quick salad."")"
467899,485136,THAI TOM KHa GAI,851841,Mantarae,PT15M,PT20M,PT35M,2012-08-09T02:17:00Z,"This is a recipe that I clipped out of a magazine a few years ago and unfortunately I didn't put WHICH magazine I clipped it from!! :0(  BUT it is really a favorite of my DH and mine.  Easy to make but BIG on flavor.  Don't omit the fish sauce as it gives it the salty flavor the authentic recipe has and needs.  (You don't taste any fish, trust me, I am NOT a big fish eater!) Let me know how you like this recipe.",character(0),Thai,"c(""Asian"", ""< 60 Mins"", ""Easy"")","c(""4"", ""2"", ""1"", ""3"", ""8"", ""2"", ""1"", ""3/4"", ""1"", ""1"", ""1/4"", ""2"", ""1 -2"")","c(""low sodium chicken broth"", ""lemongrass"", ""gingerroot"", ""garlic cloves"", ""fresh mushrooms"", ""sriracha sauce"", ""broccoli floret"", ""chicken breast"", ""light coconut milk"", ""fresh lime juice"", ""fish sauce"", ""scallions"", ""green onion"")",,,249.3,10.0,2.8,54.5,867.8,14.9,1.3,3.4,28.8,,,"c(""1.  Heat chicken broth in a large pot over medium-high heat.  Add lemongrass and ginger.  Simmer 5 mins, until fragrant."", ""2.  Reduce heat to retain simmer; add garlic, mushrooms and chile sauce.  Cover and cook 5 minutes."", ""3.  Stir in broccoli, chicken, sweet red pepper and coconut milk.  Simmer 5 minutes until chicken is cooked through.  Remove from heat and stir in lime juice and fish sauce.  Ladle into bowls and top with scallions/green onions, if using."")"
467929,485167,Masala Kababs,1706426,pammyowl,PT20M,PT1H,PT1H20M,2012-08-09T06:13:00Z,Make and share this Masala Kababs recipe from Food.com.,character(0),Indian,"c(""Weeknight"", ""< 4 Hours"", ""Easy"")","c(""1"", ""3"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1 -2"", ""1"", ""1"", NA)","c(""ground chicken"", ""beef"", ""chickpea flour"", ""cumin powder"", ""coriander powder"", ""whole coriander seed"", ""pomegranate seeds"", ""spring onions"", ""garlic paste"", ""ginger paste"", ""chopped tomato"", ""green chili"", ""cilantro"", ""ghee"", ""butter"", ""salt"")",5.0,1.0,210.9,11.0,3.4,100.3,88.9,7.2,1.9,2.5,21.8,,,"""Mix all of these ingredients together. Allow the mixture to sit for about 30 minutes to bind. Shape into patties and shallow fry in a tiny drop of oil. For a party you could press a slice of tomato into each patty and give it a flatter, more irregular shape like an authentic chappli kabab."""
468284,485541,Mixed Vegetable Kofta Balls With Cashews,515278,Andtototoo,PT45M,PT45M,PT1H30M,2012-08-17T13:23:00Z,"This is a rich dish, suitable for parties or special occasions. The fried vegetable balls will loose their crispness, so fry just before serving. When serving, put a few kofta balls on a plate, and then spoon the sauce over the balls.",character(0),Indian,"""< 4 Hours""","c(""1/2"", ""2"", ""2"", ""1/2"", ""2"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1"", ""2"", ""4"", ""1"", ""2"", ""1/2"", ""1/4"", ""1/4"", ""1"", ""2"", ""1"", ""1/2"", ""1/2"", NA, ""12"", ""2"", ""3 -4"", NA)","c(""cashews"", ""butter"", ""hing"", ""tomato puree"", ""sugar"", ""salt"", ""turmeric"", ""garam masala"", ""cayenne powder"", ""cilantro"", ""mashed potatoes"", ""butter"", ""cauliflower florets"", ""carrot"", ""peas"", ""corn"", ""baking powder"", ""ground cumin"", ""ginger paste"", ""cayenne powder"", ""turmeric"", ""salt"", ""roasted cashew nuts"", ""cilantro"", ""chickpea flour"")",,,462.8,29.5,13.5,62.3,1049.6,45.0,6.0,9.4,8.9,6.0,20-23 balls,"c(""First make up the sauce (gravy) for the kofta. Put 1/4 cup of the cashews (or slivered almonds would also work) into a spice grinder and powder. Repeat with the rest of the nuts. Put the powdered nuts into a cereal bowl and set aside."", ""In a large nonstick frying pan put 2 Table. oil and 2 Table. of butter ( or ghee-which is clarified butter). Heat over medium heat. When the butter has melted, add the hing and the powdered nuts, and stir to blend."", ""If the nuts are not already toasted/roasted, cook them for a couple of minutes until they darken a few shades, otherwise, skip this step."", 
""Add 2 cups tomato puree (or in a bind you can use tomato sauce). Cook for about 5 minutes. If using fresh pureed tomatoes, you should cook the sauce about 10 minutes."", ""Stir in the sugar, salt, turmeric, garam masala and cayenne powder. Reduce heat to low and cook 3 more minutes."", ""Remove the pan from the heat and quickly stir in the 1 cup cream. Put the sauce back on the heat and cook another minute or two to just heat the sauce, but do not let it boil. Check for salt. Garnish with fresh minced cilantro."", 
""This sauce can be made earlier in the day or even the day before if it is refrigerated. The sauce will  thicken, so will need to be thinned out when reheating."", ""Make the kofta. To begin, put 4 cups mashed potatoes into a large mixing bowl. The potatoes need to be somewhat dry. You can also use instant mashed potatoes that you have made up on the dry side."", ""Stir 1 Table. butter or ghee into the potatoes."", ""Meanwhile, steam the small cauliflower florets and the 1/2 grated carrot until the cauliflower is soft. Drain and roughly mash up the cauliflower until it is in little pieces. Add to the potatoes. Add 1/4 cup frozen peas, 1/4 cup cooked corn kernals (optional, but tastes good), 1 teaspoon baking powder, 2 teaspoons ground cumin, 1 teaspoon ginger paste, 1/2 teaspoon cayenne powder, 1/2 teaspoon turmeric and salt to taste. Stir gently, but until everything is well mixed."", 
""Take 12 cashews and roughly break them into pieces with your hands and add to the vegetable mixture. Add fresh minced cilantro and 3-4 Table. chickpea flour or all-purpose flour to bind. Mix.  Check for salt. If the mixture isn't dry enough, add more flour."", ""Form the potato mixture into golf-size balls. Set aside for a while, if desired, covered with plastic, or make up right away."", ""When ready to fry the vegetable balls, in a medium-size saucepan put oil for deep frying and heat the oil over medium-high heat for about 10-12 minutes. When the oil is hot, carefully add 4-5 of the balls and quickly brown them. The inside of the balls are already cooked, so you are just browning the outside. Cook quickly. Don't add too many balls, or the temperature of the oil will reduce too much and the balls might start dissolving. Drain on paper towel. Repeat with the rest of the balls."", 
""To serve: put a few of the balls on the plate and spoon the sauce (gravy) over the top."", ""Many people like to eat vegetarian kofta balls with just potatoes and grated paneer cheese. I like the texture when using the vegetables. If you want to add some paneer cheese to the mixture, reduce the amount of potatoes by one cup, and replace it with one cup of grated paneer cheese. The word kofta usually means ball shaped, and can be either vegetables, meat or even ball shaped sweet desserts."", ""If the kofta balls start breaking apart while frying, you can try several tricks: 1. Increase the heat of the oil; 2. Add more chickpea flour to the balls to make them more dry; 3. Dip the balls in a batter of chickpea flour, water, salt, a dash of cayenne and a dash of ground cumin (optional) and then fry; 4. Put the kofta under the broiler to lightly brown instead of frying.""
)"
468420,485680,Twice As Nice Coconut Rice,2282779,hersheysmom,PT20M,PT10M,PT30M,2012-08-20T20:23:00Z,"This is a delicious ginger coconut rice recipe that I have used for years from a cookbook called Crazy Plates by Janet and Greta Podleski. Its creamy, easy, and the perfect different rice to accompany many dishes. Enjoy!",character(0),Thai,"c(""Asian"", ""Weeknight"", ""< 30 Mins"", ""Stir Fry"", ""Easy"", ""Inexpensive"")","c(""1"", ""2"", ""1"", ""1 1/2"", ""3/4"", ""1"", ""1"", ""1/2"")","c(""fresh ginger"", ""minced garlic clove"", ""long grain white rice"", ""light coconut milk"", ""honey"", ""lemon zest"", ""salt"")",,,180.4,1.1,0.2,0.0,196.3,38.3,0.7,1.0,3.4,6.0,4 1/2 cups rice,"c(""Heat oil in a medium, non-stick saucepan over medium heat."", ""Add ginger and garlic -- cook and stir for one minute."", ""Add rice and cook for one more minute."", ""Stir in the coconut milk, 2 1/4 cups of water, honey, lemon zest and salt."", ""Bring to a boil then reduce heat to medium low."", ""Cover and simmer for 20 minutes or until liquid is absorbed and rice is tender. Fluff rice with fork and serve."")"
468515,485789,Kashmiri Garam Masala,1072593,gailanng,PT2M,PT10M,PT12M,2012-08-21T18:52:00Z,"A blend of toasty and aromatic spices that is usually used to sprinkle in meat, poultry, vegetable and legume curries as a finishing blend, usually toward the end of the cooking.  From 600 Curries by Raghavan Iyer.",character(0),Indian,"c(""High Fiber"", ""High In..."", ""Spicy"", ""< 15 Mins"", ""Easy"")","c(""1"", ""2"", ""1"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", NA)","c(""cumin seed"", ""cinnamon sticks"", ""fennel seed"", ""black peppercorns"", ""ground ginger"", ""whole cloves"", ""ground nutmeg"", ""ground mace"", ""black cardamom pod"")",,,172.8,7.7,2.1,0.0,44.7,27.9,11.2,2.0,6.0,,1/4 cup,"c(""Preheat a small skillet over medium-high heat. Add the cumin and cinnamon; toast, shaking the skillet every few seconds, until the cumin seeds turn reddish brown, the cinnamon sticks appear brittle and the mixture is highly fragrant, 1-2 minutes."", ""Immediately transfer the nutty-smelling spices to a plate to cool. Once they are cool to the touch, place them in a spice grinder.  Add all the remaining spices and grind until the texture resembles that of finely ground black pepper."", ""Store the spice blend in a tightly sealed container, away from excess light, heat and humidity, for up to 2 months.""
)"
468585,485860,Pork Vindaloo Seasoning,107135,Dienia B.,,PT5M,PT5M,2012-08-23T12:20:00Z,Make and share this Pork Vindaloo Seasoning recipe from Food.com.,character(0),Indian,"c(""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""5"", ""1/2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"")","c(""cumin"", ""peppercorns"", ""cardamom"", ""cloves"", ""cinnamon"", ""garlic powder"", ""chili powder"", ""turmeric"", ""mustard seeds"")",,,54.6,1.9,0.2,0.0,51.5,9.6,4.0,0.6,2.2,,1 batch,"""Blend cumin, coriander, peppercorns, cardamom, cloves, cinnamon, garlic powder, chili powder, turmeric, and mustard seeds in a grinder."""
469248,486543,Hedgiehog's Chicken Tikka Masala,1405615,hedgiehog,PT30M,PT1H,PT1H30M,2012-09-08T14:26:00Z,I've loved this dish for years but only eat it when I go out for Indian so I decided to try to make it at home. Don't let the long list of ingredients put you off. It's full of flavour and is an integral part of an Indian dinner party. I hope you enjoy it as much as I do.,character(0),Indian,"c(""Weeknight"", ""< 4 Hours"")","c(""1 1/2"", ""1"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1/2"", ""1"", ""1"", ""1"", ""1"", ""2 -3"", ""2 -3"", ""1"", ""1"", ""2"", ""1/2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", NA)","c(""boneless skinless chicken thighs"", ""plain yogurt"", ""lemon juice"", ""ground cumin"", ""chili powder"", ""black pepper"", ""cinnamon"", ""turmeric"", ""salt"", ""cilantro"", ""ghee"", ""butter"", ""minced garlic cloves"", ""green chilies"", ""onion"", ""salt"", ""brown sugar"", ""ground cardamom"", ""ground coriander"", ""cumin"", ""paprika"", ""garam masala"", ""tomato sauce"", ""cilantro"")",,,527.1,31.4,16.7,224.1,1688.5,24.0,3.7,14.8,39.5,4.0,,"c(""Rinse the chicken, pat dry and cut into bite size pieces."", ""Begin making the marinade:"", ""Combine all marinade ingredients and coat the chicken with it. Leave in refrigerator for several hours or preferably overnight."", ""Cook the chicken either on a grill or under broiler."", ""For the sauce:"", ""On medium heat , cook the onions in melted ghee or butter."", ""After a few minutes, add in garlic and chilies."", ""Add in all the spices and brown sugar."", ""Stir in chicken and tomato sauce."", ""Simmer for 10 minutes."", 
""Add in the cream and combine."", ""Garnish with chopped cilantro."")"
469509,486812,Chicken &amp; Egg Rice Bowl / Oyako-Don,2391938,Masaee,PT10M,PT5M,PT15M,2012-09-13T11:22:00Z,Make and share this Chicken &amp; Egg Rice Bowl / Oyako-Don recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/68/12/picb6LHjs.jpg""",Japanese,"c(""Asian"", ""< 15 Mins"", ""Easy"")","c(""1/4"", ""2"", ""1/2"", ""1/3"", ""1/2"", ""1/4"", ""1/4"", NA, ""1"")","c(""boneless chicken breasts"", ""chicken fillet"", ""eggs"", ""onion"", ""mirin"", ""sugar"", ""soy sauce"", ""steamed rice"", ""chives"")",5.0,2.0,466.7,20.1,6.2,444.6,4721.3,21.1,1.5,11.4,44.8,1.0,,"c(""Cut the chicken into chunks and slice the onion."", ""Heat the stock, then add soy sauce, mirin, and sugar, then let it boil."", ""Add the onion and chicken to the stock.  Leave it until the chicken is cooked.  Do not boil it too much."", ""Break the eggs into bowl but separate one egg york and gently whisk."", ""Once the chicken is cooked, pour the egg (with egg white) over the chicken and onion leave it until the egg is cooked.  Add the egg york and remove from the heat."", ""Serve over the steamed rice and sprinkle the chives.""
)"
469522,486825,Jhal Muri,143308,MacChef,,PT10M,PT10M,2012-09-13T17:21:00Z,Very popular London street food that originated from India. It is vegetarian and would a great light meal or side dish for the summertime!,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/68/25/f7mOjr4TSXKknf2yFngW-jahl-muri.jpg""",Indian,"c(""< 15 Mins"", ""Easy"")","c(""1"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""1/2"", ""1/2"", ""1"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"")","c(""roasted peanuts"", ""lentils"", ""tomatoes"", ""cucumber"", ""mung bean sprouts"", ""onion"", ""fresh cilantro"", ""fresh coriander leaves"", ""coconut meat"", ""tamarind paste"", ""fresh lime juice"", ""chat masala"", ""garam masala"")",5.0,1.0,638.1,35.7,6.2,8.0,486.3,65.1,13.8,17.5,24.8,1.0,,"c(""Mix puffed rice, peanuts, chickpea flour noodles, and fried lentils together in a pot."", ""Add tomato, cucumber, mung beans sprouts, ginger, mild onion, coconut, cilantro, and coriander."", ""Add tamarind sauce, lime juice, chat masala, garam masala and mustard oil. Mix well."", ""Serve in a bowl or a cone made from newspaper. Eat with a spoon."")"
